Medium human development,,,,,,,,,,,,,
Low human development,,,,,,,,,,,,,
Developing Countries,,,,,,,,,,,,,
Regions,,,,,,,,,,,,,
Arab States,,,,,,,,,,,,,
East Asia and the Pacific,,,,,,,,,,,,,
Europe and Central Asia,,,,,,,,,,,,,
Latin America and the Caribbean,,,,,,,,,,,,,
South Asia,,,,,,,,,,,,,
Sub-Saharan Africa,,,,,,,,,,,,,
Least Developed Countries,,,,,,,,,,,,,
Small Island Developing States,,,,,,,,,,,,,
Organization for Economic Co-operation and Development,,,,,,,,,,,,,
World,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
